"code","iso","country","BKF.raw.2010","BKF.raw.2012","BKF.raw.2014","BKF.raw.2016","BKF.raw.2018","BKF.raw.2020"
4,"AFG","Afghanistan","-8888","-8888","-8888","-8888","-8888","-8888"
8,"ALB","Albania","-8888","-8888","0.0","-8888","-8888","-8888"
12,"DZA","Algeria","-8888","-8888","-8888","-8888","-8888","-8888"
20,"AND","Andorra","-8888","-8888","-8888","-8888","-8888","-8888"
24,"AGO","Angola","-8888","-8888","-8888","-8888","-8888","-8888"
660,"AIA","Anguilla","-8888","-8888","-8888","-8888","-8888","-8888"
28,"ATG","Antigua and Barbuda","-8888","-8888","-8888","-8888","-8888","-8888"
32,"ARG","Argentina","-8888","-8888","-8888","-8888","-8888","-8888"
51,"ARM","Armenia","-8888","-8888","-8888","-8888","-8888","-8888"
533,"ABW","Aruba","-8888","-8888","-8888","-8888","-8888","-8888"
36,"AUS","Australia","-8888","-8888","-8888","-8888","-8888","-8888"
40,"AUT","Austria","2795336.0","1.2455194E7","1.0833856E7","6626211.0","8006449.0","1.0696908E7"
31,"AZE","Azerbaijan","-8888","-8888","-8888","-8888","-8888","-8888"
44,"BHS","Bahamas","-8888","-8888","-8888","-8888","-8888","-8888"
48,"BHR","Bahrain","-8888","-8888","-8888","-8888","-8888","-8888"
50,"BGD","Bangladesh","-8888","-8888","-8888","-8888","-8888","-8888"
52,"BRB","Barbados","-8888","-8888","-8888","-8888","-8888","-8888"
112,"BLR","Belarus","-8888","-8888","-8888","-8888","-8888","-8888"
56,"BEL","Belgium","0.0","0.0","0.0","0.0","0.0","6130573.0"
84,"BLZ","Belize","-8888","-8888","-8888","-8888","-8888","-8888"
204,"BEN","Benin","-8888","-8888","-8888","-8888","-8888","-8888"
60,"BMU","Bermuda","-8888","-8888","-8888","-8888","-8888","-8888"
64,"BTN","Bhutan","-8888","-8888","-8888","-8888","-8888","-8888"
68,"BOL","Bolivia","-8888","-8888","-8888","-8888","-8888","-8888"
70,"BIH","Bosnia and Herzegovina","-8888","-8888","-8888","-8888","-8888","-8888"
72,"BWA","Botswana","-8888","-8888","-8888","-8888","-8888","-8888"
76,"BRA","Brazil","-8888","-8888","-8888","-8888","-8888","-8888"
92,"VGB","British Virgin Islands","-8888","-8888","-8888","-8888","-8888","-8888"
96,"BRN","Brunei Darussalam","-8888","-8888","-8888","-8888","-8888","-8888"
100,"BGR","Bulgaria","0.0","0.0","0.0","0.0","0.0","0.0"
854,"BFA","Burkina Faso","-8888","-8888","-8888","-8888","-8888","-8888"
108,"BDI","Burundi","-8888","-8888","-8888","-8888","-8888","-8888"
132,"CPV","Cabo Verde","-8888","-8888","-8888","-8888","-8888","-8888"
116,"KHM","Cambodia","-8888","-8888","-8888","-8888","-8888","-8888"
120,"CMR","Cameroon","-8888","-8888","-8888","-8888","-8888","-8888"
124,"CAN","Canada","-8888","-8888","-8888","-8888","-8888","-8888"
136,"CYM","Cayman Islands","-8888","-8888","-8888","-8888","-8888","-8888"
140,"CAF","Central African Republic","-8888","-8888","-8888","-8888","-8888","-8888"
148,"TCD","Chad","-8888","-8888","-8888","-8888","-8888","-8888"
152,"CHL","Chile","-8888","-8888","-8888","-8888","-8888","-8888"
156,"CHN","China","-8888","-8888","-8888","-8888","-8888","-8888"
170,"COL","Colombia","-8888","-8888","-8888","-8888","-8888","-8888"
174,"COM","Comoros","-8888","-8888","-8888","-8888","-8888","-8888"
184,"COK","Cook Islands","-8888","-8888","-8888","-8888","-8888","-8888"
188,"CRI","Costa Rica","-8888","-8888","-8888","-8888","-8888","-8888"
384,"CIV","Cote d'Ivoire","-8888","-8888","-8888","-8888","-8888","-8888"
191,"HRV","Croatia","0.0","42231.0","68554.0","148836.0","131084.0","198379.0"
192,"CUB","Cuba","-8888","-8888","-8888","-8888","-8888","-8888"
531,"CUW","Curacao","-8888","-8888","-8888","-8888","-8888","-8888"
196,"CYP","Cyprus","1066291.0","247708.0","462138.0","529443.0","372671.0","10731.0"
203,"CZE","Czech Republic","5830237.0","5136881.0","5784957.0","6651759.0","1.1715141E7","1.1946348E7"
180,"COD","Dem. Rep. Congo","-8888","-8888","-8888","-8888","-8888","-8888"
208,"DNK","Denmark","0.0","0.0","0.0","0.0","3373517.0","2888420.0"
262,"DJI","Djibouti","-8888","-8888","-8888","-8888","-8888","-8888"
212,"DMA","Dominica","-8888","-8888","-8888","-8888","-8888","-8888"
214,"DOM","Dominican Republic","-8888","-8888","-8888","-8888","-8888","-8888"
218,"ECU","Ecuador","-8888","-8888","-8888","-8888","-8888","-8888"
818,"EGY","Egypt","-8888","-8888","-8888","-8888","-8888","-8888"
222,"SLV","El Salvador","-8888","-8888","-8888","-8888","-8888","-8888"
226,"GNQ","Equatorial Guinea","-8888","-8888","-8888","-8888","-8888","-8888"
232,"ERI","Eritrea","-8888","-8888","-8888","-8888","-8888","-8888"
233,"EST","Estonia","3386429.0","4195774.0","2462912.0","2220949.0","1839829.0","2196844.0"
748,"SWZ","Eswatini","-8888","-8888","-8888","-8888","-8888","-8888"
231,"ETH","Ethiopia","-8888","-8888","-8888","-8888","-8888","-8888"
234,"FRO","Faeroe Islands","-8888","-8888","-8888","-8888","-8888","-8888"
238,"FLK","Falkland Islands","-8888","-8888","-8888","-8888","-8888","-8888"
242,"FJI","Fiji","-8888","-8888","-8888","-8888","-8888","-8888"
246,"FIN","Finland","2898631.0","0.0","0.0","0.0","2986639.0","988428.0"
250,"FRA","France","4.1675038E7","3.9590727E7","3.2003351E7","3.154424E7","3.3796451E7","2.976072E7"
258,"PYF","French Polynesia","-8888","-8888","-8888","-8888","-8888","-8888"
266,"GAB","Gabon","-8888","-8888","-8888","-8888","-8888","-8888"
270,"GMB","Gambia","-8888","-8888","-8888","-8888","-8888","-8888"
268,"GEO","Georgia","-8888","-8888","-8888","-8888","-8888","-8888"
276,"DEU","Germany","9.1059219E7","9.1468812E7","9.395322E7","1.01929971E8","1.02205523E8","9.9531962E7"
288,"GHA","Ghana","-8888","-8888","-8888","-8888","-8888","-8888"
300,"GRC","Greece","6414698.0","5440207.0","5434251.0","21302.0","1494700.0","1976774.0"
304,"GRL","Greenland","-8888","-8888","-8888","-8888","-8888","-8888"
308,"GRD","Grenada","-8888","-8888","-8888","-8888","-8888","-8888"
320,"GTM","Guatemala","-8888","-8888","-8888","-8888","-8888","-8888"
831,"GGY","Guernsey","-8888","-8888","-8888","-8888","-8888","-8888"
324,"GIN","Guinea","-8888","-8888","-8888","-8888","-8888","-8888"
624,"GNB","Guinea-Bissau","-8888","-8888","-8888","-8888","-8888","-8888"
328,"GUY","Guyana","-8888","-8888","-8888","-8888","-8888","-8888"
332,"HTI","Haiti","-8888","-8888","-8888","-8888","-8888","-8888"
336,"VAT","Holy See","-8888","-8888","-8888","-8888","-8888","-8888"
340,"HND","Honduras","-8888","-8888","-8888","-8888","-8888","-8888"
344,"HKG","Hong Kong","-8888","-8888","-8888","-8888","-8888","-8888"
348,"HUN","Hungary","418617.0","435511.0","506055.0","510174.0","910148.0","8079627.0"
352,"ISL","Iceland","1834.0","2891.0","372949.0","543965.0","755176.0","490801.0"
356,"IND","India","-8888","-8888","-8888","-8888","-8888","-8888"
360,"IDN","Indonesia","-8888","-8888","-8888","-8888","-8888","-8888"
364,"IRN","Iran","-8888","-8888","-8888","-8888","-8888","-8888"
368,"IRQ","Iraq","-8888","-8888","-8888","-8888","-8888","-8888"
372,"IRL","Ireland","2067741.0","1984965.0","3731141.0","5412026.0","6300926.0","7515382.0"
833,"IMN","Isle of Man","-8888","-8888","-8888","-8888","-8888","-8888"
376,"ISR","Israel","-8888","-8888","-8888","-8888","-8888","-8888"
380,"ITA","Italy","337196.0","160290.0","316928.0","138947.0","147624.0","301928.0"
388,"JAM","Jamaica","-8888","-8888","-8888","-8888","-8888","-8888"
392,"JPN","Japan","-8888","-8888","-8888","-8888","-8888","-8888"
832,"JEY","Jersey","-8888","-8888","-8888","-8888","-8888","-8888"
400,"JOR","Jordan","-8888","-8888","-8888","-8888","-8888","-8888"
398,"KAZ","Kazakhstan","-8888","-8888","-8888","-8888","-8888","-8888"
404,"KEN","Kenya","-8888","-8888","-8888","-8888","-8888","-8888"
296,"KIR","Kiribati","-8888","-8888","-8888","-8888","-8888","-8888"
689,"XKX","Kosovo","-8888","-8888","-8888","0.0","-8888","0.0"
414,"KWT","Kuwait","-8888","-8888","-8888","-8888","-8888","-8888"
417,"KGZ","Kyrgyzstan","-8888","-8888","-8888","-8888","-8888","-8888"
418,"LAO","Laos","-8888","-8888","-8888","-8888","-8888","-8888"
428,"LVA","Latvia","0.0","0.0","17081.0","20870.0","78273.0","64644.0"
422,"LBN","Lebanon","-8888","-8888","-8888","-8888","-8888","-8888"
426,"LSO","Lesotho","-8888","-8888","-8888","-8888","-8888","-8888"
430,"LBR","Liberia","-8888","-8888","-8888","-8888","-8888","-8888"
434,"LBY","Libya","-8888","-8888","-8888","-8888","-8888","-8888"
438,"LIE","Liechtenstein","-8888","-8888","-8888","-8888","-8888","-8888"
440,"LTU","Lithuania","0.0","66113.0","113364.0","199388.0","129493.0","125060.0"
442,"LUX","Luxembourg","91000.0","1934214.0","1362772.0","2737144.0","3393396.0","3161516.0"
446,"MAC","Macao","-8888","-8888","-8888","-8888","-8888","-8888"
450,"MDG","Madagascar","-8888","-8888","-8888","-8888","-8888","-8888"
454,"MWI","Malawi","-8888","-8888","-8888","-8888","-8888","-8888"
458,"MYS","Malaysia","-8888","-8888","-8888","-8888","-8888","-8888"
462,"MDV","Maldives","-8888","-8888","-8888","-8888","-8888","-8888"
466,"MLI","Mali","-8888","-8888","-8888","-8888","-8888","-8888"
470,"MLT","Malta","57469.0","433891.0","558184.0","889487.0","1407245.0","1753685.0"
584,"MHL","Marshall Islands","-8888","-8888","-8888","-8888","-8888","-8888"
478,"MRT","Mauritania","-8888","-8888","-8888","-8888","-8888","-8888"
480,"MUS","Mauritius","-8888","-8888","-8888","-8888","-8888","-8888"
484,"MEX","Mexico","-8888","-8888","-8888","-8888","-8888","-8888"
583,"FSM","Micronesia","-8888","-8888","-8888","-8888","-8888","-8888"
498,"MDA","Moldova","-8888","-8888","-8888","-8888","-8888","-8888"
492,"MCO","Monaco","-8888","-8888","-8888","-8888","-8888","-8888"
496,"MNG","Mongolia","-8888","-8888","-8888","-8888","-8888","-8888"
499,"MNE","Montenegro","-8888","0.0","0.0","0.0","0.0","0.0"
504,"MAR","Morocco","-8888","-8888","-8888","-8888","-8888","-8888"
508,"MOZ","Mozambique","-8888","-8888","-8888","-8888","-8888","-8888"
104,"MMR","Myanmar","-8888","-8888","-8888","-8888","-8888","-8888"
516,"NAM","Namibia","-8888","-8888","-8888","-8888","-8888","-8888"
520,"NRU","Nauru","-8888","-8888","-8888","-8888","-8888","-8888"
524,"NPL","Nepal","-8888","-8888","-8888","-8888","-8888","-8888"
528,"NLD","Netherlands","0.0","0.0","0.0","0.0","0.0","0.0"
540,"NCL","New Caledonia","-8888","-8888","-8888","-8888","-8888","-8888"
554,"NZL","New Zealand","-8888","-8888","-8888","-8888","-8888","-8888"
558,"NIC","Nicaragua","-8888","-8888","-8888","-8888","-8888","-8888"
562,"NER","Niger","-8888","-8888","-8888","-8888","-8888","-8888"
566,"NGA","Nigeria","-8888","-8888","-8888","-8888","-8888","-8888"
570,"NIU","Niue","-8888","-8888","-8888","-8888","-8888","-8888"
408,"PRK","North Korea","-8888","-8888","-8888","-8888","-8888","-8888"
807,"MKD","North Macedonia","0.0","0.0","0.0","-8888","0.0","0.0"
578,"NOR","Norway","49008.0","142617.0","440724.0","281846.0","506019.0","115616.0"
512,"OMN","Oman","-8888","-8888","-8888","-8888","-8888","-8888"
586,"PAK","Pakistan","-8888","-8888","-8888","-8888","-8888","-8888"
585,"PLW","Palau","-8888","-8888","-8888","-8888","-8888","-8888"
591,"PAN","Panama","-8888","-8888","-8888","-8888","-8888","-8888"
598,"PNG","Papua New Guinea","-8888","-8888","-8888","-8888","-8888","-8888"
600,"PRY","Paraguay","-8888","-8888","-8888","-8888","-8888","-8888"
604,"PER","Peru","-8888","-8888","-8888","-8888","-8888","-8888"
608,"PHL","Philippines","-8888","-8888","-8888","-8888","-8888","-8888"
616,"POL","Poland","3.285526E7","3.5103461E7","3.9141222E7","3.6154389E7","3.1971883E7","4.8249093E7"
620,"PRT","Portugal","65327.0","185024.0","356101.0","919860.0","631209.0","943885.0"
634,"QAT","Qatar","-8888","-8888","-8888","-8888","-8888","-8888"
178,"COG","Republic of Congo","-8888","-8888","-8888","-8888","-8888","-8888"
642,"ROU","Romania","162233.0","1036776.0","1029243.0","767434.0","602509.0","1240336.0"
643,"RUS","Russia","-8888","-8888","-8888","-8888","-8888","-8888"
646,"RWA","Rwanda","-8888","-8888","-8888","-8888","-8888","-8888"
652,"BLM","Saint Barthelemy","-8888","-8888","-8888","-8888","-8888","-8888"
659,"KNA","Saint Kitts and Nevis","-8888","-8888","-8888","-8888","-8888","-8888"
662,"LCA","Saint Lucia","-8888","-8888","-8888","-8888","-8888","-8888"
670,"VCT","Saint Vincent and the Grenadines","-8888","-8888","-8888","-8888","-8888","-8888"
882,"WSM","Samoa","-8888","-8888","-8888","-8888","-8888","-8888"
674,"SMR","San Marino","-8888","-8888","-8888","-8888","-8888","-8888"
678,"STP","Sao Tome and Principe","-8888","-8888","-8888","-8888","-8888","-8888"
682,"SAU","Saudi Arabia","-8888","-8888","-8888","-8888","-8888","-8888"
686,"SEN","Senegal","-8888","-8888","-8888","-8888","-8888","-8888"
688,"SRB","Serbia","0.0","0.0","0.0","367988.0","437897.0","593775.0"
690,"SYC","Seychelles","-8888","-8888","-8888","-8888","-8888","-8888"
694,"SLE","Sierra Leone","-8888","-8888","-8888","-8888","-8888","-8888"
702,"SGP","Singapore","-8888","-8888","-8888","-8888","-8888","-8888"
534,"SXM","Sint Maarten","-8888","-8888","-8888","-8888","-8888","-8888"
703,"SVK","Slovakia","0.0","0.0","0.0","372310.0","1255438.0","59448.0"
705,"SVN","Slovenia","1414485.0","1102333.0","1824496.0","1310493.0","4115408.0","3374025.0"
90,"SLB","Solomon Islands","-8888","-8888","-8888","-8888","-8888","-8888"
706,"SOM","Somalia","-8888","-8888","-8888","-8888","-8888","-8888"
710,"ZAF","South Africa","-8888","-8888","-8888","-8888","-8888","-8888"
410,"KOR","South Korea","-8888","-8888","-8888","-8888","-8888","-8888"
728,"SSD","South Sudan","-8888","-8888","-8888","-8888","-8888","-8888"
724,"ESP","Spain","5713515.0","8193793.0","1.3021319E7","6040615.0","1.218038E7","4438233.0"
144,"LKA","Sri Lanka","-8888","-8888","-8888","-8888","-8888","-8888"
275,"PSE","State of Palestine","-8888","-8888","-8888","-8888","-8888","-8888"
729,"SDN","Sudan","-8888","-8888","-8888","-8888","-8888","-8888"
740,"SUR","Suriname","-8888","-8888","-8888","-8888","-8888","-8888"
752,"SWE","Sweden","792456.0","774087.0","2532492.0","6717184.0","3608305.0","3932056.0"
756,"CHE","Switzerland","-8888","-8888","-8888","-8888","-8888","-8888"
760,"SYR","Syria","-8888","-8888","-8888","-8888","-8888","-8888"
158,"TWN","Taiwan","-8888","-8888","-8888","-8888","-8888","-8888"
762,"TJK","Tajikistan","-8888","-8888","-8888","-8888","-8888","-8888"
834,"TZA","Tanzania","-8888","-8888","-8888","-8888","-8888","-8888"
764,"THA","Thailand","-8888","-8888","-8888","-8888","-8888","-8888"
626,"TLS","Timor-Leste","-8888","-8888","-8888","-8888","-8888","-8888"
768,"TGO","Togo","-8888","-8888","-8888","-8888","-8888","-8888"
776,"TON","Tonga","-8888","-8888","-8888","-8888","-8888","-8888"
780,"TTO","Trinidad and Tobago","-8888","-8888","-8888","-8888","-8888","-8888"
788,"TUN","Tunisia","-8888","-8888","-8888","-8888","-8888","-8888"
792,"TUR","Turkiye","4588976.0","0.0","-8888","0.0","0.0","0.0"
795,"TKM","Turkmenistan","-8888","-8888","-8888","-8888","-8888","-8888"
796,"TCA","Turks and Caicos Islands","-8888","-8888","-8888","-8888","-8888","-8888"
798,"TUV","Tuvalu","-8888","-8888","-8888","-8888","-8888","-8888"
800,"UGA","Uganda","-8888","-8888","-8888","-8888","-8888","-8888"
804,"UKR","Ukraine","-8888","-8888","-8888","-8888","-8888","-8888"
784,"ARE","United Arab Emirates","-8888","-8888","-8888","-8888","-8888","-8888"
826,"GBR","United Kingdom","1.6493245E7","1.4129913E7","2.1700535E7","1.6809992E7","1.4156779E7","-8888"
840,"USA","United States of America","-8888","-8888","-8888","-8888","-8888","-8888"
858,"URY","Uruguay","-8888","-8888","-8888","-8888","-8888","-8888"
860,"UZB","Uzbekistan","-8888","-8888","-8888","-8888","-8888","-8888"
548,"VUT","Vanuatu","-8888","-8888","-8888","-8888","-8888","-8888"
862,"VEN","Venezuela","-8888","-8888","-8888","-8888","-8888","-8888"
704,"VNM","Viet Nam","-8888","-8888","-8888","-8888","-8888","-8888"
876,"WLF","Wallis and Futuna Islands","-8888","-8888","-8888","-8888","-8888","-8888"
732,"ESH","Western Sahara","-8888","-8888","-8888","-8888","-8888","-8888"
887,"YEM","Yemen","-8888","-8888","-8888","-8888","-8888","-8888"
894,"ZMB","Zambia","-8888","-8888","-8888","-8888","-8888","-8888"
716,"ZWE","Zimbabwe","-8888","-8888","-8888","-8888","-8888","-8888"
