"code","iso","country","F5Y.raw.1999","F5Y.raw.2000","F5Y.raw.2001","F5Y.raw.2002","F5Y.raw.2003","F5Y.raw.2004","F5Y.raw.2005","F5Y.raw.2006","F5Y.raw.2007","F5Y.raw.2008","F5Y.raw.2009","F5Y.raw.2010","F5Y.raw.2011","F5Y.raw.2012","F5Y.raw.2013","F5Y.raw.2014","F5Y.raw.2015","F5Y.raw.2016","F5Y.raw.2017","F5Y.raw.2018","F5Y.raw.2019","F5Y.raw.2020","F5Y.raw.2021","F5Y.raw.2022"
4,"AFG","Afghanistan",7730.11178666666,8580.45290666666,9532.71429333333,12565.4559466667,13060.0959466667,14293.8136,15354.6759466667,16244.8081066667,16506.3077866667,13686.98192,11820.83344,10351.31296,9117.91285333333,8136.04634666666,7286.81663999999,6593.38021333333,6108.49866666666,6093.46405333333,6193.35690666667,6417.39829333334,6795.68186666668,7223.63706666668,7514.14341333334,7584.76090666667
8,"ALB","Albania",-3806.87157333333,-3971.34853333333,-4121.69466666667,-4421.05568,-4548.88042666667,-5040.94341333334,-4051.6512,-3455.86037333334,-1975.76314666667,6.32650666666677,1052.75269333333,2225.6968,2111.13573333334,2633.74426666667,2059.18021333334,1085.35008,983.661866666666,843.806986666666,786.868426666666,449.64608,203.779466666667,-52.8104533333333,-483.635786666667,-678.401813333334
12,"DZA","Algeria",22550.8818666667,20449.6877866667,17719.1284266667,16424.4418133333,16139.0162133333,15390.41216,14839.82288,13861.1440533333,12345.8357866667,10338.9897066667,7764.39461333333,5832.02544,4207.63989333333,2740.3056,1929.41354666667,849.950293333334,140.563253333333,-86.568106666667,-186.839573333334,118.347199999999,158.68784,1251.36592,2310.50618666667,3193.70117333333
20,"AND","Andorra",93.4320000000001,82.1346666666668,71.7899733333334,66.1718400000001,60.4804266666667,53.89744,49.2563733333333,41.6474666666667,33.5744533333333,25.6602133333333,16.6589866666667,10.47904,2.23503999999999,-3.88384000000001,-8.30506666666668,-12.93392,-15.9139733333333,-19.01616,-21.2267733333333,-22.6679466666667,-24.5732266666667,-26.0632533333333,-26.6250666666667,-26.4052266666667
24,"AGO","Angola",180475.498453333,196180.758133333,224023.579626667,264906.088586667,311574.639786667,361040.569493333,408318.13856,450608.918133333,498156.865973334,556926.3512,616742.28704,684011.97136,739932.281333333,786591.929013333,808055.738719999,797468.329813333,778286.373813333,745384.496533333,719177.712106667,692532.701066667,669565.576586667,652820.85232,635144.83696,618818.394933333
660,"AIA","Anguilla",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,"ATG","Antigua and Barbuda",-81.59728,-78.4950933333334,-75.6371733333334,-71.6067733333334,-67.7840000000001,-64.9382933333334,-62.1658666666667,-58.624,-51.8578133333333,-43.7603733333333,-40.4261333333333,-37.29952,-34.73472,-32.93936,-27.04032,-29.16544,-28.6280533333333,-26.85712,-17.8314666666667,-15.4498666666667,-21.8862933333333,-23.52288,-23.4496,-23.7671466666667
32,"ARG","Argentina",418981.03808,431502.000853333,453923.751146667,506151.494133334,610001.357546667,743098.685706667,891350.403360001,1041392.55904,1129251.55397334,1161467.92128,1225748.66096,1224459.04288,1193932.91541333,1124851.93269333,1072245.02677333,1028297.31312,886319.108480001,762090.577813334,630618.465706667,513303.231306667,418949.918506667,330482.088906667,249963.954613333,188020.39504
51,"ARM","Armenia",9213.95850666666,8689.12714666666,8239.20016,8508.79728,9051.00821333334,10651.8830933333,13765.0129066667,15672.76,16412.1796266667,16583.5815466667,16455.17056,15401.40416,12728.58944,11267.3984533333,10241.5517333333,9347.84106666667,8632.87253333334,8028.93541333334,7497.86304,6968.58602666666,6523.11690666667,6135.33136,5747.17941333333,5373.45141333333
533,"ABW","Aruba",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
36,"AUS","Australia",551152.595573334,623637.947253333,599460.652426667,550708.860746666,581444.33696,576062.262933333,544874.881173333,469434.342506666,450169.983146666,511197.02976,464511.282186666,581397.559893333,646648.245866667,677888.51136,686185.590506667,609690.84576,563498.6512,395240.724106667,298921.516533333,231162.028693333,156992.5072,112561.585226667,86444.2390400001,26388.128
40,"AUT","Austria",-44431.9601066667,-44011.0031466667,-43933.9370133333,-44396.6757866667,-44281.2597866667,-44751.5219733333,-44721.5626666667,-43693.6274666667,-41975.4557333333,-39766.3324266667,-38617.8882666667,-37921.22752,-37342.1811733333,-36817.59408,-36832.87296,-37421.27472,-37927.9082133333,-38278.4797333333,-38340.3769066667,-38346.3125866667,-38244.39232,-37812.6143466667,-37041.8430933333,-36334.2880533333
31,"AZE","Azerbaijan",17997.7634133333,17995.3451733333,17481.38368,16360.3340266667,14784.89952,13895.24368,12916.7114133333,12340.7428266667,11973.2069866667,11763.5040533333,11837.0771733333,11865.5830933333,11950.06272,12442.8462933333,12615.4573333333,12895.37472,14100.50096,16888.62176,18317.91152,19670.6358933333,21563.29952,23343.1852266667,24233.9769066667,23599.8728533333
44,"BHS","Bahamas",51.07616,35.2354666666666,-10.8088000000001,-63.3872000000001,-127.372853333333,-171.890453333333,-252.864853333333,-287.892693333333,-281.334133333333,-148.453066666667,-57.7202133333334,-6.63184000000001,29.4341333333334,61.9216000000001,64.9260800000001,-58.4407999999999,-131.916213333333,-155.597866666667,-166.773066666667,-175.383466666667,-177.642933333333,-170.0096,-166.956266666667,-162.742666666667
48,"BHR","Bahrain",15.0834666666667,12.4698133333334,11.3461866666667,10.4912533333333,7.20586666666668,5.44714666666667,3.95712,2.44266666666667,1.24576,0.0366400000000003,-0.84272,-1.44117333333333,-1.31904,-1.13584,-1.40453333333333,-1.58773333333333,-1.79536,-2.32053333333333,-3.60293333333334,-4.81205333333334,-5.41050666666667,-5.92346666666668,-6.35093333333334,-6.59520000000001
50,"BGD","Bangladesh",32007.2261866667,35531.0293333333,36823.27328,33797.2367466667,29194.53216,24666.45104,20637.48,16516.72576,15798.2031466667,15200.39712,13563.4074133333,12112.4634133333,12540.84608,15650.51952,16969.1809066667,19054.4488,25128.2371733333,28743.7013866667,34580.94192,37623.16112,41744.4405333333,47360.2289066667,49497.59888,53553.5491733333
52,"BRB","Barbados",-0.50074666666667,-5.61813333333333,-24.32896,-36.8476266666667,-62.6055466666667,-66.4893866666667,-68.3213866666667,-73.7318933333334,-68.5656533333334,-62.9963733333334,-63.5704000000001,-80.4858666666668,-108.295626666667,-151.72624,-201.7032,-268.803253333333,-335.634613333333,-381.226986666667,-426.501813333333,-472.485013333333,-502.1512,-522.767306666667,-535.139413333333,-561.47136
112,"BLR","Belarus",52829.3229333333,47766.7741333333,41392.2324266666,35419.9490666666,29510.62544,22776.6941866666,13935.2789866667,8937.97381333332,8884.27178666665,9509.92421333332,10757.3818666667,11924.1826666667,11993.3834133333,14413.8218133333,19086.61872,22454.1156266667,25232.75888,27598.97008,30799.84048,32704.6930133333,31668.0863466667,31014.2944,30282.9722133333,29195.7657066667
56,"BEL","Belgium",7174.16085333333,7098.34048,6881.5416,6204.64202666667,6568.35509333334,8394.13850666667,7628.87546666667,7614.85456,7780.08874666667,7704.03632,7076.11221333334,4946.85189333333,4076.68853333333,4162.93909333333,4574.07653333333,6339.02533333334,8670.57509333333,10169.2488,12279.8715733333,13685.6018133333,15130.5368533333,15429.1894933333,15112.27792,15839.3010133333
84,"BLZ","Belize",29353.8917333333,28599.7184,28665.56048,30464.8531733333,30718.8905066667,29937.0539733333,28753.1178666667,28126.76928,26909.62512,24428.6208,24206.25264,24720.2629866667,25697.02432,26246.9296533333,27211.3433066667,29378.53824,32236.9712,33941.0365333333,35797.02352,38849.5996266667,40661.6674666667,40967.3061333333,40207.9421333333,39650.3912533333
204,"BEN","Benin",175345.385493333,181512.227253333,180273.221226667,174784.78128,163436.82368,154142.623573333,141136.40064,129907.388693334,126089.70832,121337.805653333,118039.008746667,115293.597973333,119497.024266667,128448.44496,124600.561013333,120345.47232,117353.681973333,113447.393866667,106479.809333333,94235.1854400001,86979.6227200001,81441.0226133334,77258.7376000001,74664.7233066667
60,"BMU","Bermuda",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
64,"BTN","Bhutan",35576.78048,29484.8553066667,26464.9498666667,25949.87696,32224.73344,34535.2274133333,35489.3696533333,34630.3814933333,36146.1172266667,36909.4749866667,29834.92608,27949.24848,26728.3426133333,25687.5834133333,23615.6036266667,19479.1674666667,16601.47408,12705.06656,10576.6856,8486.70336000001,6542.53610666667,5719.08874666667,5348.71941333334,4765.26405333333
68,"BOL","Bolivia",639347.6648,613872.666666667,603380.289706667,596219.111626667,636426.894986667,624401.40272,608928.355146667,613377.867893333,612034.914186667,614368.186026667,550179.75472,508034.92448,483990.351946667,456456.637706667,434153.55216,402155.449333333,385994.827733333,370953.387146667,362412.90848,350761.254133333,339103.835093333,328723.173493333,309465.80016,298570.224426667
70,"BIH","Bosnia and Herzegovina",-6381.97962666667,-4705.33322666666,-3913.31077333333,-1676.78074666667,-1535.9488,-1576.6192,-1893.01781333334,-2204.84864,-1800.37968,-3126.38128,-3795.78186666667,-4030.20458666667,-4179.97669333333,-3240.08741333333,-2913.6128,-1756.80250666667,-220.682719999999,1582.83578666666,3215.58746666666,4112.04613333333,5292.46479999999,6050.13114666666,6211.01738666666,6389.11221333333
72,"BWA","Botswana",52085.6408533333,52183.56736,52172.50208,51422.4934933333,51610.7864533333,51200.5405866667,48051.8944,47381.5778133333,48290.6894933333,50323.83088,51316.152,53131.664,54330.5125866667,55609.6516266667,56937.35088,55878.6991466667,54848.0159466667,52990.38016,52080.4624,50577.9781333333,47129.00608,45910.02992,45401.3812266667,44822.9333333333
76,"BRA","Brazil",9729813.44528001,9886275.31978667,9975190.73141333,10194738.18544,10800790.0318933,11043091.65872,11089464.92816,11053038.0264,10971695.3089067,10729082.8405333,9946490.08202666,9272500.03002666,8694421.69994666,8254004.51536,7892441.59381333,7583834.96501333,7373200.78943999,7234464.98053333,7068162.06613333,6773176.13749333,6623250.58250667,6423688.41648001,6179455.93493334,5990567.13525334
92,"VGB","British Virgin Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
96,"BRN","Brunei Darussalam",8014.90229333334,7750.39813333334,7796.96757333334,7771.35621333334,7780.17424,6821.15888,6777.45957333333,6829.07312,7042.58661333333,7392.05893333333,7837.87002666667,8150.97104,8666.72789333334,9047.39306666667,8566.05338666667,8877.84757333334,8186.89045333334,7807.27562666667,7582.62357333333,7082.13338666667,7284.54496,6479.12448,6298.06181333333,6197.03312
100,"BGR","Bulgaria",555.413546666661,-6662.82522666667,-16469.0082666667,-27973.06448,-31142.3267733333,-36269.9115733333,-39633.6956266667,-42239.03168,-43705.2423466667,-45688.2602133333,-46468.7777066667,-44017.0121066667,-40323.0039466667,-36146.6301866667,-32941.0942933333,-28374.67552,-25807.2130133333,-24691.7937066667,-24740.75696,-24927.51104,-24499.4703466667,-25318.6064,-25595.9589866667,-26092.5286933333
854,"BFA","Burkina Faso",88825.58256,104772.348693333,117479.283893333,125155.376106667,125365.286666667,128923.311573333,129356.09104,124397.074666667,137606.270986667,139104.150826667,149309.123626667,154207.549653333,162395.88128,160599.86176,134998.35792,120203.67552,102678.61696,89920.0437866668,76880.6982933335,64469.4234666668,58442.9495466667,53051.8376533334,49899.86944,47736.7781866667
108,"BDI","Burundi",16418.97024,16456.1720533333,16616.13008,16498.69888,16296.07968,15216.88512,14008.8154666667,12318.9176,11210.3499733333,10853.2687466667,10825.8131733333,12994.8034666667,16911.48512,21490.4592,24726.98032,26694.7070933333,27817.19792,26539.9885866667,23358.80608,19450.4294933333,15848.4976533333,12916.0274666667,10488.9938666667,9014.38042666667
132,"CPV","Cabo Verde",194.277493333333,216.371413333333,241.75072,203.144373333333,205.232853333333,215.174506666667,238.135573333333,205.9168,218.313333333333,223.21088,202.0696,213.269226666667,346.0648,422.141653333333,374.68064,343.90304,316.997066666667,281.712746666667,88.0947733333334,-44.5420266666666,-96.9494399999999,-136.92368,-168.32416,-207.956426666667
116,"KHM","Cambodia",117656.267306667,125457.66832,135818.83744,147717.885066667,160746.56832,174690.83632,172069.28096,157627.69824,141469.213973333,125512.152,116292.990613333,105906.393333333,109564.70192,127662.944426667,154515.35008,196266.654506667,223112.745866667,242399.492266667,257063.186666667,258917.024106667,250787.340906667,227098.27408,208742.14704,189866.440373333
120,"CMR","Cameroon",181476.41776,187435.65728,187681.072,186574.995893333,187151.391946667,178940.74656,172319.446666667,170006.473386667,171048.8936,183422.160533333,207326.78048,224860.52272,236833.033546667,243596.924106667,245759.819946667,232576.809013333,205264.290453333,189044.104426667,180417.802666667,171635.475573333,166174.540053333,164182.606453333,161628.432053333,157347.573226667
124,"CAN","Canada",900379.439786666,922668.394506666,967529.653279999,991742.659893333,1001025.35504,1005863.23957333,1014402.65568,979716.398186667,907947.102026667,838984.063466667,761144.349813333,682507.60624,615223.00944,566897.060053333,535809.998613334,535523.522666667,558348.960266666,570508.274026666,587468.697973333,595488.88864,592632.861706666,567492.66768,531594.749813333,514251.865333333
136,"CYM","Cayman Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
140,"CAF","Central African Republic",63134.23744,64243.0981866667,64894.8749333333,64368.82224,64326.4419733333,62801.5706666667,61331.3051733333,59744.96416,58241.0265066667,61243.5645866667,59719.3650133333,58009.03424,56578.42544,55298.40704,53643.7202133333,47225.18608,44447.8862933333,43304.9503466667,43447.9929066667,43502.1468266667,43365.4429866667,43869.6216,43300.8100266667,42299.5853866667
148,"TCD","Chad",66348.628,77505.6057066666,83446.53744,85432.0346133334,94124.9234666667,104406.205173333,108137.622773333,104106.36784,103495.98208,105521.368,108083.16352,113025.93616,129389.677706667,153473.6016,177880.189546667,194481.34608,201615.764746667,204271.053333333,199666.34576,187826.93584,175370.948,167583.531253333,164300.159786667,163144.521973333
152,"CHL","Chile",32402.4252266667,37370.0764266667,44590.73344,49824.50096,54561.2590933333,60476.0665066666,67432.1338666666,69173.5475733332,71021.2417066666,76069.62304,77420.75968,81054.4828266667,81172.6224000001,83678.1999466668,82711.2825600001,80797.5997866667,79211.1610666667,76366.3826133334,76291.2339733334,72967.3264533334,69234.6997333334,63448.2178133334,55931.0088533334,49188.1008000001
156,"CHN","China",2304333.11610667,1999997.83194667,1712399.33338667,1369429.28213333,1037543.17285333,807538.149866667,547226.998186667,396983.73776,267565.126666667,187070.86944,124087.539946667,-43056.4578666667,-83814.9282133334,-181420.566186667,-275123.67776,-212554.636746667,-172873.186986667,-188552.95744,-126478.60528,128279.986453333,415292.63584,572974.878826666,754339.532373333,1064899.13424
170,"COL","Colombia",670549.433866666,656215.926933333,578732.402933333,555325.610666667,584282.605706667,539090.58544,484058.013813334,487183.83328,501152.271466667,461875.437226667,328168.10192,271863.89024,360154.724213334,598713.342986667,667977.452426667,711219.601813334,748585.366933333,772413.360426667,691774.912586667,445259.97888,368328.094506667,332430.933866667,315689.971306667,316705.79088
174,"COM","Comoros",818.623093333333,804.895306666667,748.7384,674.664533333334,535.200480000001,402.294986666667,306.395893333334,197.660586666667,136.325226666667,95.7158933333333,65.5245333333333,63.0452266666667,64.26656,79.4843733333333,84.4552,84.7971733333334,73.6341866666667,51.18608,33.9897066666667,5.03189333333337,-17.4528533333333,-41.29328,-54.74016,-63.3749866666667
184,"COK","Cook Islands",-37.7392,-40.81696,-43.9802133333333,-50.3311466666667,-59.0392533333333,-69.9824,-82.84304,-97.0837866666666,-111.300106666667,-123.281386666667,-133.638293333333,-142.065493333333,-148.111093333333,-151.94608,-152.53232,-148.330933333333,-142.3464,-135.983253333333,-129.26592,-122.511946666667,-117.052586666667,-114.6832,-112.570293333333,-109.62688
188,"CRI","Costa Rica",15296.5282666667,12759.3914666667,13290.4394133333,15112.2901333333,14695.9131733333,11900.34224,10990.1557866667,8179.59909333333,5537.31770666667,4274.84986666667,7103.73877333334,9089.22373333333,8373.11936,9713.28842666667,10091.3399466667,8611.316,7170.46021333333,7299.90933333333,9031.52794666666,8507.77135999999,8148.90698666666,7275.12847999999,5385.10293333333,5283.14602666666
384,"CIV","Cote d'Ivoire",733638.152213333,688866.563733333,655720.163306666,616275.029333333,583162.227786666,543100.662453333,510645.915306667,488286.575146667,467503.475573333,446190.879146667,417283.299253333,397376.017813333,376917.646346667,374102.558506667,375945.843626667,380681.636906667,384789.94576,390020.23248,395038.092693333,378074.725333333,363646.626133333,351003.83536,341406.231626667,332523.706346667
191,"HRV","Croatia",-10340.7362133333,-20540.16416,-26556.52544,-32316.1624533333,-41709.0829333333,-50525.9493333333,-51766.53088,-51547.5824533333,-47501.4761066667,-44423.9603733333,-40866.0576,-37911.6522666667,-34616.0186133333,-24850.6891733333,-22063.36224,-18062.7627733333,-14773.9197333333,-12560.9125866667,-10290.4783466667,-15091.42976,-16195.8204266667,-17186.1141333333,-18041.1818133333,-18149.8316266667
192,"CUB","Cuba",54780.8548266666,56175.1167466666,55150.96768,43021.99184,36662.2282666666,33310.7064,29836.2695466666,14680.4266666667,5193.34138666667,-1859.34565333333,-9222.39792,-19788.27472,-31493.7898666667,-36947.11648,-42527.5838933333,-46354.6685333333,-49830.80304,-47229.3141866667,-42639.7022933333,-40918.9901866667,-37639.3804266667,-33706.45504,-29030.16512,-30745.5155733333
531,"CUW","Curacao",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
196,"CYP","Cyprus",-7422.68997333333,-7029.79925333333,-6791.01637333333,-5790.06042666666,-5015.17328,-3851.92656,-3380.93157333333,-2911.86629333333,-2550.86458666667,-2827.74085333333,-3473.14224,-4468.45562666667,-5005.92778666666,-5617.35168,-6008.20277333333,-5693.22090666666,-5559.55818666666,-4773.87445333333,-4124.51594666667,-3424.50874666667,-2755.46234666667,-2661.39525333333,-2091.25242666667,-2097.04154666667
203,"CZE","Czech Republic",-65705.6082133334,-65067.7790933334,-64785.8342933334,-65621.2629333334,-67494.10432,-70600.48016,-74574.5156266666,-78465.8301866666,-81499.2069333333,-83624.64448,-85031.1197333334,-85288.8577066667,-84943.2325866667,-89528.8995733334,-93976.25056,-98494.6709333333,-101868.262293333,-104360.380746667,-105532.628693333,-100687.636,-93837.1284799999,-85654.1340799999,-77957.1692799999,-71273.4714666666
180,"COD","Dem. Rep. Congo",1247916.47162666,1282538.75568,1300908.18304,1308269.72085333,1303557.60922667,1285201.16464,1258716.73450667,1243017.43493333,1243750.82117333,1376730.20517333,1634575.48485333,1995547.69632,2448933.05930667,2903214.7344,3392602.61024,3699455.48986667,3804079.34885333,3825142.58565333,3757573.30826667,3633422.66202667,3406805.84976,3279100.68384,3245576.10976,3184511.84912
208,"DNK","Denmark",-8571.96463999999,-8264.57946666666,-8184.92410666666,-8397.25290666666,-8095.7912,-4736.80698666667,-1834.91898666667,-855.89818666667,1435.09109333333,4076.10229333333,6339.29402666667,8757.54624,9292.73450666667,10720.35104,11919.79808,12069.6678933333,12102.4240533333,9601.65856,8992.50634666666,8047.34090666667,6634.12389333334,6276.37093333334,6088.37109333334,5834.65130666667
262,"DJI","Djibouti",99.7585066666666,46.8992,-27.8341866666666,-111.006986666667,-182.674826666667,-249.127573333333,-298.493866666667,-317.644373333333,-291.349066666667,-225.018453333333,-150.456053333333,-75.2341333333334,-7.74325333333337,50.3067199999999,100.637866666667,138.218293333333,167.200533333333,189.184533333333,206.783946666667,222.453653333333,235.70512,250.275626666667,263.209546666667,274.6168
212,"DMA","Dominica",298.87248,416.560160000001,487.592906666667,516.526293333334,517.637706666667,385.428373333334,260.91344,192.79968,93.0778133333334,48.6090666666667,-11.28512,-32.16992,-31.80352,-88.5710933333334,-97.9875733333334,-136.37408,-143.897493333333,-166.223466666667,-200.836053333333,-244.816266666667,-265.12704,-269.939093333333,-266.59264,-268.217013333333
214,"DOM","Dominican Republic",10204.7773866667,8162.83018666666,6460.01061333333,4771.98138666667,2633.08474666666,1558.31141333333,-3395.17232,-6308.06453333334,-9127.94000000001,-8371.00645333334,-8502.07994666667,-8573.25925333334,-10034.6090133333,-11243.38704,-11573.4645866667,-12441.2829866667,-12648.4821866667,-12320.52976,-10501.1827733333,-9883.22474666666,-9705.02,-9685.40538666667,-9855.73253333334,-10412.0865066667
218,"ECU","Ecuador",275644.197813333,261276.61568,247792.753706667,221116.256693333,243404.527466667,223600.98608,197130.528,177086.02976,169327.094506667,178194.20656,131142.2544,121247.121653333,140306.077173333,157549.386346667,159045.983786667,187416.56784,188599.01392,192268.375573333,169112.603946667,151672.257066667,141634.423733333,92110.4074133334,78812.12704,66825.35104
818,"EGY","Egypt",49911.3133333333,42249.5351466667,38813.3016,36000.77856,34201.49808,33938.56944,32672.9017066666,31262.0785066666,30692.8638933333,32926.68256,30880.8759466667,29279.42704,29611.2633066667,27916.5167466667,26077.1398933333,24240.8530133333,23617.5699733333,22219.63184,20327.3834666667,19522.5492266667,18040.8154133333,16271.8117866667,14659.2976,13662.6041066667
222,"SLV","El Salvador",29671.1574933333,33734.7655466667,35322.86528,35944.5850133333,35020.36544,31965.0901866667,23991.1880533333,15639.74736,11787.49104,7405.22490666667,3969.72416,1962.01093333333,3578.66544,4177.80272,3132.98869333333,2762.71706666667,2002.76682666667,1130.60048,-534.260053333332,-2058.86266666667,-3893.79386666666,-6853.21888,-9051.08149333333,-10583.1464533333
226,"GNQ","Equatorial Guinea",37984.6269333333,43173.4005333333,45504.35184,45731.9473066667,44805.8224533333,39561.3560533333,32333.1267733333,25943.4893866667,22982.6354133333,21273.1595733333,20399.2955733333,18991.5257066667,17889.4555733333,16523.02784,13694.1877866667,11391.9500266667,9402.86213333333,9251.49008,9718.51573333333,10402.93872,11668.8995733333,13085.2309866667,14020.6746133333,14558.6719466667
232,"ERI","Eritrea",3421.73632,4995.76629333333,6668.02810666667,8408.40368,7752.4744,8175.36106666667,8318.20821333333,8467.03989333333,8701.82901333333,8577.58277333333,8521.15717333333,8103.55887999999,6862.47658666666,6179.28714666666,5702.20992,5254.48133333333,5914.72192,7221.80506666667,8714.71408,10348.19856,12172.0522666667,13835.66704,14748.1373866667,15189.1242133333
233,"EST","Estonia",-16375.6739733333,-16378.6540266667,-17216.7085333333,-15695.7821333333,-16515.88304,-14103.0413333333,-13578.4053866667,-11823.3616,-9558.00810666667,-9410.58096000001,-6745.79040000001,-7352.71978666667,-6236.26234666667,-4672.29616,-3001.89077333334,-1253.00250666667,-15.4254400000009,1375.23354666667,3003.66170666666,4353.16175999999,5630.78634666666,6232.72047999999,6725.28421333332,7425.47461333332
748,"SWZ","Eswatini",2663.55701333333,2670.12778666667,2450.28778666667,2107.98469333333,1871.90096,1736.69936,1494.74101333333,1129.53792,945.01888,834.243946666667,681.076533333333,463.227306666666,401.037013333333,291.54448,130.76816,11.6270933333333,-125.150026666667,-125.259946666667,-148.42864,-187.975413333333,-114.35344,-138.706826666667,-69.6404266666667,-183.60304
231,"ETH","Ethiopia",48356.3483733334,55828.1725866667,66980.6924266667,120926.497226667,206275.35904,282568.327306667,363301.123146667,446990.974613333,511169.07344,525140.56496,511413.327893333,504776.333866667,484888.37392,456056.199146667,441806.036,434492.301173333,444123.894613333,466552.093546667,503413.313653333,542772.526826667,589407.222666667,629481.57536,650522.180853333,654739.737973333
234,"FRO","Faeroe Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
238,"FLK","Falkland Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
242,"FJI","Fiji",11423.17952,9153.06282666666,7741.8488,6482.33658666666,5491.65205333333,4613.11034666666,3961.7,3436.88085333333,3116.40298666667,2845.41354666667,2475.23962666667,2264.70618666667,2057.5192,1901.76256,2237.14069333333,2122.45749333333,2587.39466666667,2629.6528,2514.0536,2382.41829333333,1630.57770666667,1417.00314666667,842.549013333334,631.575893333334
246,"FIN","Finland",16238.0297066667,22746.40512,30320.07632,39480.3816533333,47997.1420266666,56352.53984,63863.2268799999,70722.8699733332,77692.5796266665,83801.6278933332,86345.0179199999,86869.5683733332,86346.2636799999,86326.0261866666,84629.02016,81863.2741866667,81369.3181333334,81859.2560000001,83798.7944000001,85887.6041600001,88720.7677333334,90583.2277866667,93397.9125866667,95862.1235733334
250,"FRA","France",-94421.28,-101363.71728,-109119.464853333,-119495.53424,-128808.6528,-138894.826506667,-148649.396,-157847.489386667,-166435.245866667,-173754.110293333,-180607.341386667,-185399.841173333,-190723.193493333,-191828.109333333,-187880.185973333,-185536.654933333,-179322.13232,-175079.91648,-167124.835093333,-163970.033386667,-164258.231413333,-162485.2096,-161351.836693333,-160796.43536
258,"PYF","French Polynesia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,"GAB","Gabon",56388.3493333333,62253.59504,66769.3895466667,69505.2617066667,70820.4545066667,65776.1402133334,58426.2417066667,53001.99504,51427.904,49682.5698133334,45827.22352,42849.7227733333,40357.4699733333,40248.4049066667,37277.27952,34128.62112,36446.13776,37232.4443733333,40496.7141866667,40153.11648,39756.12208,39880.0996266667,35808.5895466667,33887.4444266667
